,content_id,content,guide,light,interior,story,probability,creativity,production,activity,scale,fear,device,fun,service
38,494950,"2인. 대략 20분남음 흙-풀길이고, 가격이 비싼편(25000) 이라 좋은 평점은 못줄듯 오랜만에 1세대 체험 내가 절지않앗다면 그모든일어나지않앗을텐데. 이거슨 나비효과 멍청하게서잇지마라",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,471167,엥 이게 끝인가 했는데 끝남. 장치 문제로 시간 끌었던.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
40,447144,두번째문제 . 아쉬운 1힌트 .,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,514191,2인 귀여운 판타지 테마ㅎ 1세대의 맛ㅋ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,505545,어린이용 콜라보 테마인줄 모르고가서 중간에 당황햇. 그래도 나름 웃기고 귀여운 테마엿음. 생각보다 많이 헤맸지만.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,497898,생각보단 괜찮았다 아이들과 함께 하기에는 조금은.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,497880,나레이션이 진짜 길다. 평범,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,493226,#532. 2인 어린이용 테마파크.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,480052,2인 / 쉽고 귀엽고 재밌다 내 취향,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,478582,테마 진행방식이 좀 어질어질한데 웃겨 디지는줄. 이런 테마가 있었기에… 지금의 비슷한 류의 꽃길들이 나올 수 있던거 아닐까 싶은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,471844,#185. 생각보다 재밌었다 .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,470219,508. (4인)나레이션 너무 길다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,434217,196. 3인 귀엽다고 하기엔 오그라든다. 아동용 테마…,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,457809,문제가 많지는 않으나 나름 재미있었다!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,455899,삑딱쾅 미쳤음 ㅠ 심장 아파오.그리고 ㅇ .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,452167,3인팟 생각보다 규모가 작음 머리 많이 부딪힘 공복에 가니 그 문제가 힘들다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
54,452029,삑딱쾅.흐으. 인테리어 볼륨은 작다. 근데 잘꾸며놨음. 소리를 영화에서 따온것같은데 그래서그런지 퀄리티가 좋았다. 문제는 쉬운편. 마지막 특정 문제가.음.,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
55,446935,직원분들이 친절하셨지만 너무 쉬웠다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56,442582,설마 이렇게 푼다고? 하는 문제가 아직도 기억남. 기대보다 재미있었음,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,442432,꽤 넓어서 좋음 한자 더 잘 알았으면 더 빨리 풀었을듯,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,435227,듣던대로 삑딱쾅 심해서 원치않게 계속 흠칫대서 골아팠다 안그래도 춥고 건조한데 목도 아파졌다 생각보다 인테리어가 좋고 재밌었다,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
59,434277,볼륨은 작지만 인테리어는 좋다 장치오류,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0
60,434189,"195. 3인 인테리어 나름 신경썼고, 어처구니 없어서 웃음나는 엔딩이 있어서 괜찮다.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,468618,#70 무난한 1세대 공테 삑딱꽝 주의,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
62,459569,1세대 공테 3대 라 할만하다 처음 그 구간을 시도한게 정말 천재적이다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,464866,41번째 모든 공테가 그렇겠지만 좋은 쫄과 같이 가면 너무 즐겁다 처음으로 공테다운 공테였고 쫄들의 반응 보는게 너무 재미있었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
64,457811,오 생각보다 무섭다 탱구간 .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,457689,#201. 21.06.12. 4인,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,452168,5인팟 적게가야 재밌당. 쫄들끼리 가도 괜찮을듯. 쫄탱은 있긴 있어야함,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,442583,생애 첫공테였음 4탱이랑 가서 보호받아서 그런지 생각보단 덜 무서웠음 노후화는 조금 아쉽다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
68,440108,1세대라고 해서 기대 안 했는데 생각보다 몹시 만족,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,430589,3인 최소3인이라는데.그만큼 넓구.깔끔하게 하고나오기좋음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,430460,#215 3인 엄청 대단한 무언가가 있진 않지만 깔끔하고 무난히 괜찮았습니다! 변쫄 탱 쫄탱 구성으로 가서 서로 탱구간 가겠다고 가위바위보 해서 간게 너무 웃겼네요 .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,513484,2인 문제는 풀만 하다! 코드케이 특유의 삑탕쿵이 있지만 어렵지는 않은 테마,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,506737,처음만 좀 헤매고 적응하니까 금방금방 풀렸다! (117),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,510296,힌트사용했으면 분했을듯ㅋ 동생 군대가기전에 둘이 재밌게했다. 쉬워서 이인 방세포테마로 추천ㅎ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,490641,2인 이거 은근 스릴러를 빙자한 공테? 역시 코케답게 삐딱쿵이 많다 인테리어는 뭐 그럭저럭.1힌트 진짜 너무 아깝다 스토리는 잘 모르겠다,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75,490640,2인 볼륨작음 전형적인 1세대 문제 약공.혹은 스릴러,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
77,485041,2인 / 의외로 스릴넘쳤다! 결말은 살짝 띠용이지만 코드케이 강남에서 제일 재미있게 한듯,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,475183,2인 / 재밌는데 너무 짧아서 아쉽다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
79,473477,#6 (2인) 친구랑 동네 밖에 나가서 처음으로 한 테마. 맨날 동네 방탈만 하다가 햇는데 너무 쉬웠다 .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,463953,다른거 예약했는데 직원분이 둘이서 하기 어렵다고 이 테마로 변경해 주셨는데 공포인지 모르고 했는데 너무 무서웠다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,441836,with 미금역 킹찰력만 있으면 누구나 쉽게 풀 수 있는 테마,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,536891,너무 무난하고 인테리어도 특색이 딱히 없어서 기억에 크게 안남는 테마,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,517876,인테리어는 괜찮았는데. 문제도 그렇고 뭔가 하는 내내 재밌었다는 기억이 없는 테마,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
84,510818,#2인 병렬식 테마에 세팅실수의 효과는 굉장했다. 모니터링이 아쉽긴 했지만 직원분들의 빠른 사과와 대처에 기분나쁘거나 그러진않았다. 다만 시간측정의 아쉬움. 대략적으로 10분정도 허비한거같아 10분 추가 11분 33초 left,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
85,510352,#197. 셋팅오류 있어서 10분 까먹음. 원래 탈출 남은시간 : 1:33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
86,487685,3인 / 코드케이를 몇번 해봤다면 쉽게 풀 수 있는 문제들 1세대의 매력! 재밌다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,477185,#22 난이도 . 쉬운편 공포도 ☆ 전혀없음 활동성 ☆ 힐신고플레이가능 스토리 ☆ 아. 만족도 . 할만했다 문항수 . 적당 인테리어 ☆ 아. 아. 몰입이안되는 인테리어였다.흑흑 난이도가 적당해서 입문용으로 추천 방린이추천테마 커플추천테마,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
88,466293,3인 세팅오류 때문에 20분 동안 뻘짓. .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
89,460493,3인 재밋다 . 코드케이는 항상 어느정도 이상의 재미는 주는 듯 .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90,448487,320. 딱캣빵 3인 갓문제 몇개 내가 풀어서 넘모조코 코케 답게 스케일은 별로 안큰데 할만한 테마 강남에서 시간 붕뜰때 하면 적절할듯 근데 방린이는 권장하고 싶지 않다 다른 좋은 꽃길 테마가 많다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
91,442584,혼방갔다가 . 이러고 나옴 옆방의 비명소리가 생생했음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,478583,재미는 3.5정도였는데 진짜 미쳐버린것인가 하는 충격적인 무언가의 발견에 제작자에게 감동받고 4.0줌 진짜.이걸 해내는구나.그시절에.가히.충격이었다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,475323,코드케이에서 제일 어렵지 않나 싶다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,471845,#186. 생각보다 할만하고 재밌엇다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,471397,.랑 한 테마 입문자랑 처음한 테마였는데 입문자가 충분히 흥미를 느낄만한 문제 난이도와 장치였다 기술자들이라는 테마이름처럼 처음 들어가기전에 가방에 테마 진행을 위한 것이 들어있다 개재밌었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
96,452784,3인. 뚝 깨긴 했지만 문제가 열받진 않았다,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,435226,생각보다 이것저것 있어서 괜찮음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,434564,플레이 했을 당시엔 나름 재밌었는데 지금은.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,434099,194. 3인 코드케이중 가장 괜찮은 테마,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,427522,3인 코드케이의 기술 . 어디까지일까 …,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,427521,484. 3인 어지럽내. 1세대 맛 농후,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,550725,#564. 2인. . 2쫄이 가기에 살짝 무서웠지만 일행이 탱캐리 해줌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,532164,코드케이 강남점에서 제일 어려운 테마라고 하는데 그럴 정도는 아니고 문제 자체가 이과 베이스임 그렇다고 또 문제가 이과형은 아니라 애매한 부분이 있음 힌트 2개 사용했는데 뚝 깨는 문제 있음,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,504405,#124. 2인. 문과는 힘들어,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,498388,#664. 2인 하나 또 배워갑니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,497213,3인 / 달달한 코드케이의 맛! 호호 재밌어 중독되어버렸다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,466289,큰 반전은 없삼 수헬리베붕탄질산 .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,461493,#146. 2인 w/ DMC 아니 대체 왜? 몰?루,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,439565,2인 지문에서 하라는건 좀 착실하게 해보기 .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,434118,계산문제와 살짝 귀찮은 문제 있긴함,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,434091,193. 2인 사전지식에 따라 시간 차이 날 수 있는 문제들. 문제는 깔끔하다.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,442586,키가 이런 거구나 하고 느끼게 해주었던 테마 선택엔딩이라 신기했음,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,442422,쉽고 잘 만든 테마. 인테리어가 상당히 예쁘고 좋았다. 실내에서 이정도 해놨으면 진짜 잘해놨다고 생각한다. 문제도 어렵지 않아서 영업용으로도 좋을듯싶었다. 활동성이 조금 있어서 치마는 비추.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,440117,한문제가 좀 어려웠던거 같은데,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,439056,#8 30분 가까이 남았음. 인테리어 아기자기하니 귀엽다,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,431192,무난하고 생각보다 쉬웠던거 같아요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,430484,"처음 나왔을때 기준으료 이정도면 엄청났을 거 같지만, 현재는. 그냥 그렇다",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,428963,너무예뻐요 특히 외국인하고왔을때좋을듯,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,427922,2인. 생각보다 많이 우왕좌왕했음. 자세히 보자.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,427566,15방 2인 쉽고 스토리 재밌고 인테리어 좋아서 입문용으로 좋아요 문제도 쉬워서 척척 풀리고 역시 키이스ㄱ답게 잘 꾸며져 있습니당,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,427461,15번째 방탈출 2인. 귀여운 스토리에 흡수력 있는 연출. 혼방은 어려울 수 있는 문제가 있어요~,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,434547,인테리어 예쁘다. 근데 장치 노후화 ㅠ 분명 받아야할것들을 못받아서 모야! 햇던 부분들이 잇지만 시간을 막 신경쓰는 스탈은 아니라 .앗다 시간에 예민하다면 열린곳을 마구 뒤져보시길,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
123,433134,아뇨. 저 새렁 그런거 몰라요.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,433132,2인 당싄언.사랑얼.하거.읬나여.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,428690,2인 혼방이었거나 더 몰입했으면 쫌 훌쩍거렸을수도. 기대를 크게 안하고 간 테마였는데 생각보다 더 좋았다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,428628,#45 2인 . . 스토리가 정말 중요한 테마. 감성테마 별로 안 좋아하는데 이건 재밌었다.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
127,428492,1.8/2인/와 너무감동적이야~ 난독 두명이서하니 너무힘들었다.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,427577,25방 2인 문제는 정말 쉽고 방 수가 정말 적어요 스토리는 좋은데 어딘가 약간 아쉬운 느낌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
129,427472,25번째 방탈출 2인. 25번째만에 첫 노힌트 탈출. 스토리가 감동적입니다. 문제가 너무 쉬워 아쉬운 느낌이 들지도.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,427239,나름 쉬운편이지만 역시 방린이한테는 어렵다 그래도 힌트써서 탈출.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,424904,2021.12.31.금 2인플 문제엄청쉬움 너무쉬움 노힌트로 반갈죽 테마 따뜻하고 훈훈함,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,442588,당시로서는 정말 신박했던 테마 같이 간 지인도 매우 즐거워했음,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,441363,어렵. 진짜 탄광느낌 낭낭한테마!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,434546,중간에 너무 재밋옷다. 넘재밌어서 한번 더했음 . 역시 키이스는 장치맛집,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
135,431707,볼륨이 생각보단 작았지만 신박하고 재밌었다 .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0
